time,lat,lng,height
2015-08-20T04:02:29.755Z,32.508212,35.013642,80.19999694824219
2015-08-20T04:02:33.807Z,32.508138,35.013675,79.9000015258789
2015-08-20T04:02:34.804Z,32.508119,35.013685,80.0999984741211
2015-08-20T04:02:38.812Z,32.508092,35.013769,80.69999694824219
2015-08-20T04:02:39.879Z,32.508098,35.0138,81.0
2015-08-20T04:02:42.909Z,32.508128,35.013877,79.69999694824219
2015-08-20T04:02:43.754Z,32.508136,35.013901,80.80000305175781
2015-08-20T04:02:48.018Z,32.508157,35.014002,80.5999984741211
2015-08-20T04:02:48.746Z,32.508158,35.014028,80.5999984741211
2015-08-20T04:02:56.857Z,32.508152,35.014134,80.69999694824219
2015-08-20T04:02:57.964Z,32.508154,35.014166,80.4000015258789
2015-08-20T04:03:00.838Z,32.508153,35.014262,80.0999984741211
2015-08-20T04:03:01.834Z,32.508154,35.014292,79.80000305175781
2015-08-20T04:03:04.926Z,32.508161,35.014381,78.80000305175781
2015-08-20T04:03:05.735Z,32.508159,35.014411,79.19999694824219
2015-08-20T04:03:08.875Z,32.508163,35.014501,79.0
2015-08-20T04:03:09.740Z,32.508176,35.014527,79.9000015258789
2015-08-20T04:03:12.773Z,32.508198,35.014609,80.4000015258789
2015-08-20T04:03:13.733Z,32.508205,35.014635,81.4000015258789
2015-08-20T04:03:17.917Z,32.508223,35.01473,81.0
2015-08-20T04:03:18.741Z,32.508227,35.014754,81.5
2015-08-20T04:03:22.777Z,32.508247,35.014854,81.5999984741211
2015-08-20T04:03:23.734Z,32.508254,35.01488,81.19999694824219
2015-08-20T04:03:26.806Z,32.508274,35.014959,81.0
2015-08-20T04:03:27.736Z,32.508278,35.014985,81.19999694824219
2015-08-20T04:03:31.781Z,32.508291,35.015084,83.30000305175781
2015-08-20T04:03:32.733Z,32.508294,35.015108,83.5999984741211
2015-08-20T04:03:36.817Z,32.508315,35.015203,84.5999984741211
2015-08-20T04:03:37.735Z,32.508318,35.015227,84.30000305175781
2015-08-20T04:03:41.910Z,32.508329,35.015329,84.80000305175781
2015-08-20T04:03:42.735Z,32.508329,35.015354,84.9000015258789
2015-08-20T04:03:46.780Z,32.508337,35.015452,85.30000305175781
2015-08-20T04:03:47.739Z,32.50834,35.015477,85.0
2015-08-20T04:03:51.812Z,32.50836,35.015572,84.5999984741211
2015-08-20T04:03:52.753Z,32.50837,35.015594,83.5999984741211
2015-08-20T04:03:56.823Z,32.508393,35.015688,84.0999984741211
2015-08-20T04:03:57.748Z,32.508398,35.015712,83.5
2015-08-20T04:04:01.886Z,32.508414,35.015804,83.19999694824219
2015-08-20T04:04:02.806Z,32.508417,35.015827,82.80000305175781
2015-08-20T04:04:06.819Z,32.508435,35.015917,81.19999694824219
2015-08-20T04:04:07.737Z,32.508441,35.015939,80.5999984741211
2015-08-20T04:04:11.934Z,32.508457,35.016031,81.0999984741211
2015-08-20T04:04:12.809Z,32.50846,35.016053,81.19999694824219
2015-08-20T04:04:16.845Z,32.508471,35.016144,79.0999984741211
2015-08-20T04:04:17.756Z,32.508474,35.016168,79.19999694824219
2015-08-20T04:04:21.812Z,32.508485,35.016264,77.9000015258789
2015-08-20T04:04:22.738Z,32.508485,35.016287,77.5
2015-08-20T04:04:26.828Z,32.508482,35.016389,78.30000305175781
2015-08-20T04:04:27.741Z,32.508484,35.016415,79.5
2015-08-20T04:04:30.815Z,32.508498,35.016495,79.19999694824219
2015-08-20T04:04:31.780Z,32.508502,35.016521,79.19999694824219
2015-08-20T04:04:35.782Z,32.508519,35.016616,80.19999694824219
2015-08-20T04:04:36.758Z,32.508519,35.01664,80.5999984741211
2015-08-20T04:04:40.819Z,32.508524,35.016736,80.9000015258789
2015-08-20T04:04:41.739Z,32.508526,35.01676,80.5999984741211
2015-08-20T04:04:45.822Z,32.50854,35.016862,82.0999984741211
2015-08-20T04:04:46.754Z,32.508545,35.016889,81.69999694824219
2015-08-20T04:04:49.819Z,32.50856,35.016969,81.69999694824219
2015-08-20T04:04:50.751Z,32.508565,35.016995,81.69999694824219
2015-08-20T04:04:54.827Z,32.508588,35.017093,81.5
2015-08-20T04:04:55.741Z,32.508594,35.017118,81.30000305175781
2015-08-20T04:04:59.953Z,32.508622,35.017211,81.69999694824219
2015-08-20T04:05:00.898Z,32.508629,35.017233,81.9000015258789
2015-08-20T04:05:04.825Z,32.50865,35.017327,83.69999694824219
2015-08-20T04:05:05.753Z,32.508654,35.017352,83.9000015258789
2015-08-20T04:05:09.820Z,32.508676,35.017453,85.80000305175781
2015-08-20T04:05:10.752Z,32.508681,35.017477,85.19999694824219
2015-08-20T04:05:14.782Z,32.508707,35.017574,85.0
2015-08-20T04:05:15.746Z,32.508715,35.017599,84.69999694824219
2015-08-20T04:05:18.810Z,32.508727,35.017679,84.30000305175781
2015-08-20T04:05:19.754Z,32.508727,35.017706,85.0999984741211
2015-08-20T04:05:23.821Z,32.508727,35.017811,85.19999694824219
2015-08-20T04:05:24.748Z,32.508732,35.017839,85.19999694824219
2015-08-20T04:05:27.786Z,32.508745,35.017921,84.4000015258789
2015-08-20T04:05:28.751Z,32.508745,35.01795,84.69999694824219
2015-08-20T04:05:31.779Z,32.508764,35.018032,84.69999694824219
2015-08-20T04:05:32.778Z,32.508771,35.01806,84.5
2015-08-20T04:05:35.827Z,32.508779,35.018146,84.69999694824219
2015-08-20T04:05:36.757Z,32.508782,35.018173,83.30000305175781
2015-08-20T04:05:40.868Z,32.508792,35.018274,83.5
2015-08-20T04:05:41.830Z,32.508795,35.018298,84.5
2015-08-20T04:05:45.830Z,32.508801,35.018397,83.69999694824219
2015-08-20T04:05:46.745Z,32.508802,35.018421,82.80000305175781
2015-08-20T04:05:50.865Z,32.508796,35.018515,80.9000015258789
2015-08-20T04:05:51.774Z,32.508792,35.018539,81.5
2015-08-20T04:05:55.985Z,32.508787,35.018637,82.5999984741211
2015-08-20T04:05:56.877Z,32.508784,35.01866,82.9000015258789
2015-08-20T04:06:01.100Z,32.508772,35.018762,84.80000305175781
2015-08-20T04:06:01.788Z,32.508772,35.018789,84.80000305175781
2015-08-20T04:06:04.895Z,32.508772,35.018874,84.69999694824219
2015-08-20T04:06:05.832Z,32.508774,35.018902,83.80000305175781
2015-08-20T04:06:08.882Z,32.50878,35.018988,82.0999984741211
2015-08-20T04:06:10.029Z,32.508783,35.019016,81.80000305175781
2015-08-20T04:06:12.907Z,32.508795,35.019104,80.5999984741211
2015-08-20T04:06:13.760Z,32.508798,35.019135,79.5
2015-08-20T04:06:16.824Z,32.508818,35.01922,80.5
2015-08-20T04:06:17.748Z,32.508826,35.019248,79.5
2015-08-20T04:06:20.825Z,32.508859,35.019327,79.4000015258789
2015-08-20T04:06:21.750Z,32.508868,35.019355,79.9000015258789
2015-08-20T04:06:24.830Z,32.508895,35.019439,80.0
2015-08-20T04:06:25.755Z,32.508902,35.019465,80.4000015258789
2015-08-20T04:06:28.846Z,32.508922,35.019544,79.0
2015-08-20T04:06:29.760Z,32.50893,35.019568,79.30000305175781
